state,perturbation,delta_psi_mV,matrix_ca_au,mtROS_au,CypD_activity_au,ANT_function_au,ATPsynthase_pore_propensity_au,delta_psi_vulnerability,transient_pore_score,sustained_pore_prob,sustained_pore_open,mtDNA_release_au,viability_fraction,ATP_index
Cardiac_Control,WT,176.72519015137243,0.36328255576344376,0.4120260996671456,0.45775967719941746,0.9060747924881987,0.3830594718878629,-0.09607414501960615,0.5142547003922353,0.7011669101367638,0,0.6007737727322583,0.918750525978034,0.9672794056764208
Cardiac_Control,WT,163.1937895961077,0.22724900361642086,0.11929143651857761,0.4976125620349531,0.8755340842443204,0.6043360192379935,0.09723157719846134,0.43222584007981685,0.5202564170561665,1,1.590123933654937,0.516361404620519,0.7711435735271442
Cardiac_Control,WT,165.5402256375034,0.41222354487488794,0.29803821332621594,0.3845423453413222,0.6751035851520926,0.4837376241054154,0.06371106232138005,0.6929180452904686,0.6011383093406957,0,0.643401964911296,0.8735509110351508,0.9414461123118223
Cardiac_Control,WT,153.60201451029235,0.18785191497661752,0.13710988901672436,0.6173909820548368,0.7971570950954355,0.607059866859316,0.23425693556725216,0.47947183094475776,0.6738370528437854,1,1.5457016054028,0.5267216786704821,0.7342660198495231
Cardiac_Control,WT,160.64493820379855,0.3469485675040216,0.21696476939473966,0.36951860948002385,0.7645375949585147,0.47367408434574837,0.13364373994573506,0.583709811922021,0.6293316406511152,0,0.4018109526306416,1.0,0.9063866032730027
Cardiac_Control,WT,165.88738071767892,0.47523645006479825,0.32622654178771565,0.3528649109769814,0.8368631557532348,0.3695117899335481,0.05875170403315825,0.498022735072348,0.6926893862216144,0,0.4562906157657862,0.9718830906350249,0.8310484743884035
Cardiac_Control,WT,155.7920513806216,0.22075709398954493,0.25449960133668237,0.5426488698800055,0.6035076539419895,0.3872457562116838,0.20297069456254876,0.2582446867588342,0.5992687372459974,0,0.49841710813855017,0.9408978212571106,0.9216395860774038
Cardiac_Control,WT,168.0055841467654,0.25469618163177826,0.17455786554494856,0.5133330155170349,0.7686051459998439,0.5548084946661382,0.028491655046208767,0.4150599314843878,0.602573818027348,1,1.3668279552933607,0.5755896091559654,0.7936267456821579
Cardiac_Control,WT,160.19489048064955,0.3079721092070113,0.19992874035180222,0.4999295853641724,0.8058424486849587,0.5759722501721483,0.14007299313357788,0.44107769943432823,0.6418680709591669,0,0.424485281046461,1.0,0.9431100466768546
Cardiac_Control,WT,162.6664500016538,0.25972194767070406,0.29757184242542734,0.5002676407411424,0.5241260513576885,0.45956833748955916,0.10476499997637428,0.5234098349549227,0.5587626359670059,1,1.487801946108347,0.5660251530889933,0.6372957374834158
Cardiac_Control,WT,160.18634710216483,0.17594692551470936,0.19887433577980043,0.44902025817224683,0.5816741487334225,0.6138592458777374,0.14019504139764527,0.16442924226081018,0.5496251942947248,1,1.4141627068403106,0.5697873054769884,0.836782132221363
Cardiac_Control,WT,179.8182254760715,0.3054850379844822,0.26515210127073824,0.37821965028113347,0.4960767822239899,0.383847993773104,-0.14026036394387842,0.6194895551213846,0.4246095238387937,1,1.7010898477379803,0.48677366682540946,0.8040615268397872
Cardiac_Control,WT,164.89202220209654,0.2150157029019116,0.25319002879326696,0.4560643646554981,0.6730593165555442,0.5433920201352684,0.07297111139862084,0.3820410299963905,0.5931482587572803,0,0.40705865573912947,0.9948219128147003,0.9580184658583426
Cardiac_Control,WT,156.5383125683528,0.3378873944508145,0.2043879756675928,0.3958270630790311,0.7717542255795962,0.4288983800237544,0.19230982045210274,0.35622347847737396,0.5558855447380409,0,0.3661640468817388,0.9855660445104015,0.8497445643621087
Cardiac_Control,WT,171.58035929682552,0.2264460612612957,0.4000760862527728,0.5280095786734201,0.8502357052096028,0.48481638921978415,-0.022576561383221717,0.40924161994875563,0.7075087265516398,0,0.27915429825806903,0.9862911802140681,0.9474717128065897
Cardiac_Control,WT,155.23325080023181,0.42399475240140316,0.2943743315622608,0.4382354094798289,0.7074094780419775,0.5547398671316415,0.21095355999668836,0.32131841109530723,0.7480197151608665,1,1.5729110467438845,0.5699586676577528,0.6879036477488013
Cardiac_Control,WT,166.67090876003803,0.237339736613101,0.10824001893396748,0.3839602242565991,0.8628615545571291,0.4639586634716048,0.04755844628517098,0.44594445292892754,0.5260054105647041,1,1.5268282215960496,0.6039152437186561,0.7559271818747126
Cardiac_Control,WT,149.3226390089618,0.27423507870354596,0.2630518020338599,0.4242891326677605,0.5619898541785108,0.5115444455770175,0.2953908713005457,0.3538232158365829,0.6734097832479673,0,0.6401145014676519,0.9302081248321801,0.9405311183058425
Cardiac_Control,WT,154.37451160881255,0.3650813773895736,0.20367494746621284,0.48303451634204997,0.5296617560644845,0.6506292809214441,0.22322126273124923,0.29075452735096263,0.7303596567712427,1,1.407041475256555,0.6177575249709135,0.7269700303712942
Cardiac_Control,WT,166.57488988695297,0.20153085468528356,0.3096703334357357,0.404902035775682,0.6944452301103381,0.49231081304768515,0.048930144472100374,0.2746956777023605,0.6101905409677859,1,1.5033565754477702,0.554242587124729,0.7731590564684679
Cardiac_Control,WT,170.90773263996329,0.31819679476833035,0.19452354830971094,0.3842223683546855,0.7384065448939306,0.6335692112065142,-0.012967609142332645,0.4274453411256492,0.5029499298774651,1,1.5048706192351018,0.6479426639097576,0.8220936993740864
Cardiac_Control,WT,166.37094624951976,0.40457142034259425,0.24196844909731707,0.469494976919353,0.6967305251905906,0.4370293145342382,0.05184362500686055,0.6658272827557226,0.593451660989132,1,1.7404401714446085,0.47885429817813013,0.7890642020896095
Cardiac_Control,WT,164.0748137408941,0.17140134123510178,0.285349109528632,0.46959732568869783,0.4932557899960123,0.6029804177915283,0.08464551798722734,0.3463332213982921,0.5194912355434291,1,1.4750200297981602,0.6261802730340841,0.7645668134862624
Cardiac_Control,WT,162.59117043528568,0.31477070868258433,0.31060286359190853,0.4094445459703096,0.6910879960487211,0.6941568620657901,0.10584042235306178,0.32018186502037327,0.6775316817089437,1,1.5222390516047022,0.5484259415210324,0.7664653180936226
Cardiac_Control,WT,153.1718240770606,0.32079062353987386,0.16597925150609566,0.41231693555053417,0.5695530499495146,0.3028355499872711,0.2404025131848487,0.30753476771380045,0.5772661713381624,1,1.5079240111215684,0.5218086493604192,0.8299697303883765
Cardiac_Control,WT,159.24124633284234,0.3625458297421848,0.2265849134911336,0.4685639949886109,0.7669672548830038,0.4703104744529524,0.15369648095939517,0.42276419674883065,0.6390657582727525,1,1.5073888636878674,0.513174759689595,0.745755229228299
Cardiac_Control,WT,161.3148898323217,0.20104394312975343,0.21675382821873307,0.33415325268021406,0.7366598246096848,0.6077072127180541,0.12407300239540413,0.08079479785395932,0.5621984105070243,0,0.24249050559398305,0.9773382512516758,0.9134075950841111
Cardiac_Control,WT,173.45697780975132,0.19436347095325787,0.20426695371984016,0.3374028980498756,0.6060120213672644,0.5296954613957008,-0.04938539728216174,0.3688308032453748,0.4155253108075953,0,0.3869919337610847,0.990829940728516,0.9865496069447928
Cardiac_Control,WT,167.7489463165477,0.3417553252493518,0.3735817968196768,0.39252446229980514,0.6486133082663306,0.587114587337131,0.03215790976360446,0.48805591384438846,0.6387016407285595,1,1.6816034173311567,0.541844292786195,0.8072597534247521
Cardiac_Control,WT,150.89567875709812,0.32375877385865487,0.2783487197672669,0.43292422786305224,0.5940786478111048,0.48960148132841796,0.27291887489859823,0.45818721003912877,0.6040127060394782,0,0.28878701849899835,0.9164755144144678,0.9151711621633422
Cardiac_Control,WT,167.59267175515836,0.3200394280276701,0.16173812319654682,0.47487260524784036,0.6937320902726828,0.5586589787472901,0.034390403497737664,0.6274221449307885,0.5481236163578527,1,1.5294202402491137,0.5259234433912154,0.8050442702559414
Cardiac_Control,WT,161.91934175666947,0.32771585675975806,0.3142503362938343,0.5680284973559642,0.7955142320501238,0.534432276460792,0.1154379749047219,0.6148567997263525,0.6709416219255077,0,0.3796873198417293,1.0,0.8537434221082352
Cardiac_Control,WT,159.58462399755234,0.2455980222737207,0.39855093379088435,0.5186127698561616,0.6014273953664456,0.6667782061659808,0.14879108574925226,0.4335886584215722,0.6625768029306865,0,0.5912955869031837,1.0,0.9507191477239376
Cardiac_Control,WT,169.89341031072695,0.3185802957728803,0.3222725682385803,0.43720491760292585,0.7504046515517844,0.5754420843301213,0.0015227098467578669,0.3969308148391687,0.6956997981848511,1,1.3292456740192424,0.5534190439025454,0.7280293826538793
Cardiac_Control,WT,173.2479961799676,0.3234457978638945,0.14364410238321906,0.4484787033677849,0.6469742381627559,0.5837602662075203,-0.04639994542810858,0.7121957797232719,0.5019738840530179,1,1.461253759092354,0.5243985966442047,0.8108218784130876
Cardiac_Control,WT,172.4502409529296,0.24285188655789056,0.2161036148993624,0.3697976508289753,0.6207127167737655,0.5088123033877533,-0.03500344218470843,0.412539711060425,0.6103630902118935,0,0.4240366179876256,0.9695358205457499,0.9102414340879125
Cardiac_Control,WT,158.28625981421888,0.4492619608915805,0.3386837804430636,0.4485189491206088,0.6892969640045442,0.5012393775927507,0.16733914551115886,0.5255820111672398,0.7560209821938486,0,0.637797709455003,0.964030426164929,0.8835251516883802
Cardiac_Control,WT,162.5263009931903,0.337906633672943,0.20046313740668534,0.426907308886389,0.5964757677580625,0.506744181218038,0.10676712866871015,0.4172715559757329,0.5984661161892965,1,1.4665899557575146,0.49087949288699545,0.7736246771124882
Cardiac_Control,WT,167.6501074512285,0.2046957202237881,0.281067359970236,0.47581748482704717,0.6446350694652817,0.5894452142378297,0.03356989355387847,0.4392652554590087,0.5423877476864732,0,0.34156594665115103,0.9387854195192177,0.9329835232385388
Cardiac_Control,WT,172.80436101697887,0.35252428869070634,0.30422438374005356,0.3838215245158142,0.5802122107411151,0.5079015519179737,-0.04006230024255534,0.4835252231383513,0.6162800663718979,1,1.7530986884264774,0.44253616000729623,0.8013525855235692
Cardiac_Control,WT,161.1666060972377,0.22202546638181428,0.1851148669895342,0.4915477211392938,0.8964725132916389,0.5789774856896414,0.126191341468033,0.3375351509538881,0.6046326655148205,0,0.17541232313485974,0.9913957999659069,0.9719771662802159
Cardiac_Control,WT,163.51472818668947,0.36296676829939617,0.24583322507567398,0.5726191130402062,0.7035263551971728,0.7575400798645439,0.09264674019015047,0.4638239012742823,0.7302835825113723,1,1.2381408893006467,0.5645699869623602,0.7780924312126721
Cardiac_Control,WT,156.14932020795177,0.39268764632059233,0.05,0.4412991881234514,0.6300274492007414,0.6371124703431693,0.1978668541721175,0.385816651782172,0.7146962294504852,0,0.3667558969519429,0.9571852823562117,0.8927030266705082
Cardiac_Control,WT,155.43034700735464,0.23434541453186314,0.1782928651065997,0.48213693776791533,0.7213979910734222,0.517397646783216,0.2081378998949337,0.29481558503722494,0.5994828646013709,0,0.27585989212430284,1.0,0.9285097195461209
Cardiac_Control,WT,171.5002065791536,0.37707009033954575,0.2323202294024788,0.505211519336889,0.688767195030917,0.6701213922163946,-0.02143152255933712,0.4607766710698114,0.7062353415663444,1,1.373958310002635,0.4751968594437673,0.8337081361678415
Cardiac_Control,WT,175.8499202285666,0.33302247415491987,0.16265517726246054,0.41790236224913313,0.6779030400466777,0.5091924626978449,-0.08357028897952269,0.4780958050143926,0.498068936188874,1,1.561456036971382,0.47117361898968235,0.7562687367890184
Cardiac_Control,WT,164.42391902735733,0.3657648127995592,0.3642687912752145,0.46792739854483334,0.7614166700043424,0.34618754648221467,0.07965829960918103,0.4836154137188652,0.6835294382833116,1,1.5776540160285852,0.5275087707876033,0.7772296735779572
Cardiac_Control,WT,173.0282631831362,0.4517434386123158,0.1498901035427557,0.4510073920625436,0.7757507710047304,0.4491913689082596,-0.043260902616231486,0.6769936895236842,0.6887156853039382,1,1.454020522932478,0.5775593993952076,0.8255730999845863
Cardiac_Control,WT,167.89308820038107,0.28036895071977036,0.21919688593121114,0.45781408788390654,0.6469498852389473,0.3629208078974145,0.03009873999455611,0.149345117024547,0.5115637262700355,1,1.2604186614915531,0.6523385666176291,0.763939986192301
Cardiac_Control,WT,159.83904196315902,0.2397011068514008,0.25915184041002637,0.38815921729156266,0.642418175935532,0.5148486515958691,0.14515654338344258,0.48150100130044576,0.6549459576938814,1,1.6157732738622381,0.5048189488076462,0.8023616857553052
Cardiac_Control,WT,167.8911648440673,0.22883884562995813,0.3508891302346281,0.4519608139407154,0.6724948302848356,0.5518418379189552,0.030126216513324217,0.5770690445828845,0.6445265852456405,0,0.5451025980828803,0.9835001959510231,0.9092988784669972
Cardiac_Control,WT,177.30429253172775,0.23473517720276493,0.14948964941743922,0.48983986329963597,0.4698078835264415,0.7176437312275283,-0.10434703616753933,0.22210394650239548,0.45865652338545077,0,0.2959462602681767,0.9900737452774935,0.9660202341423252
Cardiac_Control,WT,164.71339168712038,0.29383186324687166,0.33142146265084715,0.5660914886236034,0.5484808937801448,0.5826927373764164,0.07552297589828032,0.44701504537643383,0.6893140944815875,1,1.749347712797625,0.5153416701493082,0.7499483553189558
Cardiac_Control,WT,177.51714924651205,0.32729215798533146,0.2507163142713711,0.5267416660868166,0.8366874267444524,0.5280899471191136,-0.10738784637874355,0.5046597348046761,0.6726342608788701,0,0.2855054717370106,0.9958419919302757,0.9541911829648726
Cardiac_Control,WT,144.04203916728204,0.3221352639464015,0.18129439442664344,0.6222545966009245,0.8644967713501284,0.6329405581183489,0.3708280118959708,0.26282251244630533,0.7893801766014787,0,0.14609564564993285,1.0,0.8100632823529468
Cardiac_Control,WT,171.5752200350018,0.3661746599228819,0.28234724319842897,0.38861219496895605,0.6750963960443621,0.32888646909921154,-0.02250314335716845,0.40730759783324677,0.5054183157607302,0,0.31761946619201253,0.877031263193946,0.874760876778931
Cardiac_Control,WT,165.69637654590537,0.30104015135023254,0.2639341786901429,0.5197856509376543,0.7576556963055766,0.5735614558108566,0.06148033505849477,0.36552620611922076,0.6325127153625151,0,0.37828819210869546,1.0,0.9791397945209186
Cardiac_Control,WT,162.60794119627306,0.4162827261725853,0.20798481859888437,0.46466736045906815,0.7311250154543536,0.6270865193886968,0.105600840053242,0.6740516038070398,0.6824993766270596,1,1.5705083213800926,0.58446709415253,0.7262505757676428
Cardiac_Control,WT,165.734086212284,0.2788274533409635,0.2548861459493013,0.6251842346574138,1.0,0.4021413754220159,0.06094162553879982,0.583101586546576,0.692962472960378,1,1.5060372207761399,0.48857068823015104,0.7265462567272676
Cardiac_Control,WT,149.09944868319286,0.5176135333271695,0.2230280482196768,0.3853361371715879,0.8119574911434576,0.664375404320693,0.29857930452581627,0.6250294953292338,0.8012231881629717,1,1.576563838290911,0.5343766403770543,0.6303347046025976
Cardiac_Control,WT,163.2426248972999,0.3500533878212005,0.25794621416758734,0.38282225262553793,0.6872082408519233,0.5838496407494415,0.096533930038573,0.5296878043383115,0.6470901264851552,0,0.2725183951403801,0.9687917199146954,0.8825683683505268
Cardiac_Control,WT,167.85690057209396,0.23142739548669738,0.29634914721647326,0.40204858836447827,0.6044459559399574,0.5084712086099199,0.030615706112943387,0.30061881421572667,0.4922204441421428,0,0.5521286575684885,0.976779585842497,0.8666330211415346
Cardiac_Control,WT,176.82315235793212,0.21432860015511102,0.3610211771301747,0.28008834205521543,0.5393553679742427,0.6132781866106285,-0.09747360511331594,0.3923092208564198,0.5194039523220748,0,0.4145765758025578,0.9219380884835049,1.0082431053599703
Cardiac_Control,WT,160.8538382538108,0.3385977932194548,0.16335291508212055,0.4079395982655391,0.7203463635867222,0.7770692857804397,0.1306594535169885,0.48447141120696163,0.6766483572332562,1,1.612366872871058,0.5056792931001383,0.7985793705933982
Cardiac_Control,WT,158.5320511768545,0.2821229771739319,0.3993123362259387,0.3892693870757042,0.6243649254715696,0.5681866255058495,0.16382784033064987,0.3206748546492344,0.6944560648481393,1,1.5610550729067116,0.5253644045139372,0.7044868744220729
Cardiac_Control,WT,160.9859436513237,0.3571200395273673,0.11335385403342485,0.46203150291809664,0.5577746290402326,0.5748220586300337,0.12877223355251846,0.4744240129538799,0.628756851435314,1,1.513090238448623,0.6049403941398409,0.8526992325095442
Cardiac_Control,WT,172.32321694161658,0.3378590099658836,0.23937504334750917,0.4773404780621728,0.6353427115757473,0.5040639100459756,-0.03318881345166541,0.4649365826471572,0.6271940886978715,1,1.5683874844612817,0.5626446433637803,0.8274221549712294
Cardiac_Control,WT,167.63000887727748,0.29417368698745017,0.29118220445392035,0.6000936671372709,0.5918451996385604,0.4650155630535209,0.033857016038893205,0.4417749235320043,0.6522823367503728,1,1.566082529643951,0.5116528702954585,0.7562636247747849
Cardiac_Control,WT,160.76191836986368,0.2322565025545276,0.2696694307414523,0.5260339070548841,0.8687141635072564,0.6330335816544246,0.13197259471623315,0.5090111514971227,0.6830797714168307,1,1.5987638198178942,0.5626064058613377,0.6494162461081695
Cardiac_Control,WT,169.10613946490685,0.1788122220251308,0.20641103361255841,0.4038477075470078,0.788163975694945,0.46439161740911333,0.012769436215616483,0.4172111849819439,0.4353390960050573,1,1.636044961625773,0.4008195262794146,0.8723155442471893
Cardiac_Control,WT,165.77662039478432,0.2642788038346383,0.23543144247499073,0.37812682629213135,0.6992027358683383,0.5571566237219393,0.06033399436022405,0.3748188333027767,0.5911230475195084,1,1.4996882535561173,0.6004624581192064,0.7123091071722074
Cardiac_Control,WT,172.74915992426313,0.36851190354587776,0.2154899345738817,0.4893535337205205,0.8479944138890025,0.5022342553234884,-0.039273713203758935,0.6387116920139971,0.651287454365422,1,1.6201798510149794,0.4340929261591422,0.7255850722606407
Cardiac_Control,WT,159.38357524898117,0.3171274995304163,0.20874446701390517,0.34438134343834864,0.7077368307647618,0.5978979825746392,0.15166321072884037,0.2933151422395638,0.6239714540752339,0,0.3356210657002905,0.9543746247962717,0.9408373535589283
Cardiac_Control,WT,162.37870282721786,0.20034089770304095,0.3094721467914718,0.5965167012683483,0.6138715798671736,0.5833662105286949,0.10887567389688765,0.4864607229323043,0.5876352432137133,0,0.602744497964028,0.885992217368491,0.9988796762529379
Cardiac_Control,WT,161.86313477494275,0.3138544740680945,0.2749910840175533,0.544355209657703,0.8523124077269657,0.65375399442579,0.11624093178653214,0.5527823685512906,0.6844336033720207,0,0.3532753952968539,0.8745955636222907,0.9577986210259793
Cardiac_Control,WT,153.29188041494305,0.33082539037830694,0.2014963283317542,0.4124659478316236,0.7538910043684658,0.4989983601145253,0.23868742264367068,0.35769893491430643,0.6937001088003045,0,0.5760613005939885,1.0,0.9039254255539464
Cardiac_Control,WT,167.36896221651662,0.22929140510390936,0.31297199128032754,0.31294923767272975,0.5962753845673543,0.5230125064706629,0.037586254049762555,0.4315065324028955,0.5314669006244483,0,0.4125978759715173,0.9251338130982756,0.9404834384732373
Cardiac_Control,WT,167.0884421774391,0.3122980084756422,0.27151096646136264,0.5583097899332331,0.6809661321916392,0.4521236284217693,0.04159368317944134,0.35417421437870494,0.6670006201571119,1,1.3118793796019874,0.5584701161372545,0.8032651347348262
Cardiac_Control,WT,165.0409076531397,0.30465669747567997,0.3069003483187272,0.44083681237979055,0.6124381746615242,0.5055706739923889,0.07084417638371861,0.5460940018701025,0.620515963169592,1,1.559311152168375,0.5147579724981775,0.7902193969215543
Cardiac_Control,WT,163.12330293299883,0.20856237617355014,0.29407401893465285,0.5490253049578769,0.5617200269035664,0.5877300493044852,0.0982385295285882,0.3944235096320863,0.6128786929116297,1,1.4198055851381643,0.5570982501649064,0.7661092589477133
Cardiac_Control,CypD_low,165.833608831615,0.21261497882619368,0.15396691999480505,0.21927862666616657,0.7293557932166629,0.5108241850956179,0.05951987383407129,0.25857948519338314,0.25070572754055204,0,0.2395593146074968,0.9854849363289111,0.8665412465548575
Cardiac_Control,CypD_low,164.49925497680383,0.2746873240244158,0.1370507021486281,0.23117505557833576,0.5643418195376595,0.45775898155014977,0.07858207175994535,0.3433769891856373,0.27818540258259716,1,1.3973648695952294,0.5691333959262421,0.7712643301270796
Cardiac_Control,CypD_low,158.9682832890666,0.39704781599833466,0.3529819229245526,0.16720813495342082,0.7466429982433526,0.7115375689469442,0.15759595301333443,0.39965381105858616,0.5468660499903467,1,1.3619526149714543,0.4614239273225269,0.6869945987265774
Cardiac_Control,CypD_low,162.7545993850658,0.31133735309119237,0.23534734259936937,0.2818624347075087,0.6964358517702516,0.517767953078866,0.10350572307048854,0.2683460134931315,0.42160848950039076,0,0.25114713011648243,0.9419746469559256,0.9229462288215416
Cardiac_Control,CypD_low,151.45634548643693,0.48554636319853556,0.20316490829380585,0.2203241481113775,0.538486818409449,0.6717158520825497,0.2649093501937581,0.36259360018484604,0.43310200048780473,1,1.4046096131236847,0.525147015936661,0.7609422458977608
Cardiac_Control,CypD_low,164.213282985642,0.33146542715154975,0.3227933281177254,0.2635625955125622,0.8164739354457171,0.7021316051922452,0.08266738591940005,0.4713528274602037,0.45266439431269506,1,1.6357425733917823,0.5065417874495826,0.7391592371010718
Cardiac_Control,CypD_low,157.09127114279266,0.31536392931920254,0.2076069122184195,0.159000625775832,0.626540842320195,0.6498310898147961,0.18441041224581908,0.30729655264520206,0.2820012040127921,0,0.3809939169179784,1.0,0.7886526020633609
Cardiac_Control,CypD_low,156.17128546227383,0.27527068286379985,0.37782067994828555,0.1950033359741272,0.6189747562985619,0.5068379687281952,0.1975530648246596,0.3067100358197075,0.3552563359213547,0,0.43214553630093216,0.9778077988788071,0.8842705972145717
Cardiac_Control,CypD_low,166.43915320922784,0.31068327238258253,0.2974548109937488,0.2877905086262218,0.7200569197230943,0.590373009033661,0.05086923986817372,0.3076935599315169,0.4370342290987905,0,0.483140329290848,0.906915860961108,0.9324819244188423
Cardiac_Control,CypD_low,176.1360182907568,0.2878024130895565,0.21584620142980082,0.20017334783265864,0.8148637349428715,0.5475804393609084,-0.08765740415366849,0.4281032486798272,0.36164671431330114,0,0.3660873680624595,0.9754180811440286,0.9681887229978909
Cardiac_Control,CypD_low,172.3465328480185,0.3566486941350872,0.40101157492858525,0.3681571080986724,0.5984178181021602,0.4596298139269872,-0.03352189782883589,0.3755315497675026,0.36201232741252687,1,1.5810927206583472,0.5499267001766642,0.8247251792009432
Cardiac_Control,CypD_low,152.43599517101458,0.3765361853435667,0.2075999553897663,0.1980291051508318,0.7061679849847972,0.5824359281721604,0.2509143546997917,0.4489523886302648,0.3866436380904554,0,0.3725114711920849,1.0,0.8353486983489026
Cardiac_Control,CypD_low,157.0829749074373,0.23712084315936402,0.3019466760406515,0.24797477806015086,0.7428816500330573,0.43209602088401977,0.184528929893753,0.3560758193809405,0.3600773703092892,0,0.42654377338741856,1.0,0.9124565455581402
Cardiac_Control,CypD_low,172.52616950390572,0.19350136371537774,0.27095048062845445,0.30460726654984727,0.7693105607263143,0.6687679388461564,-0.036088135770081714,0.2710590123151648,0.34336491255186885,1,1.3926663823853604,0.5003683225322362,0.8339636519182606
